{Acanthoscurria_cioides, Pterocles_rufus} {Bradypodion_grunniens, Nyroca_monedula}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Acanthoscurria_cioides, Oxyura_medici}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Chlamydotis_nelsonii, Oxyura_medici}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Ethmostigmus_salamandra, Oxyura_medici}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Gallinago_leporosum, Ophisops_mysticetus}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Gallinago_leporosum, Oxyura_medici}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Opheodrys_fimbriatus, Oxyura_medici}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Ophisops_mysticetus, Oxyura_medici}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Oxyura_medici, Ptyodactylus_valliceps}
{Nyroca_monedula, Pterocles_rufus} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Nyroca_monedula, Pterocles_rufus} {Acanthoscurria_cioides, Ophisops_mysticetus}
{Nyroca_monedula, Pterocles_rufus} {Acanthoscurria_cioides, Oxyura_medici}
{Nyroca_monedula, Pterocles_rufus} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Nyroca_monedula, Pterocles_rufus} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Nyroca_monedula, Pterocles_rufus} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Nyroca_monedula, Pterocles_rufus} {Chlamydotis_nelsonii, Oxyura_medici}
{Nyroca_monedula, Pterocles_rufus} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Nyroca_monedula, Pterocles_rufus} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Nyroca_monedula, Pterocles_rufus} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Nyroca_monedula, Pterocles_rufus} {Ethmostigmus_salamandra, Oxyura_medici}
{Nyroca_monedula, Pterocles_rufus} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Nyroca_monedula, Pterocles_rufus} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Nyroca_monedula, Pterocles_rufus} {Gallinago_leporosum, Ophisops_mysticetus}
{Nyroca_monedula, Pterocles_rufus} {Gallinago_leporosum, Oxyura_medici}
{Nyroca_monedula, Pterocles_rufus} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Nyroca_monedula, Pterocles_rufus} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Nyroca_monedula, Pterocles_rufus} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Nyroca_monedula, Pterocles_rufus} {Ophisops_mysticetus, Oxyura_medici}
{Nyroca_monedula, Pterocles_rufus} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Nyroca_monedula, Pterocles_rufus} {Oxyura_medici, Ptyodactylus_valliceps}
{Nyroca_monedula, Trapelus_mexicana} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Nyroca_monedula, Trapelus_mexicana} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Nyroca_monedula, Trapelus_mexicana} {Acanthoscurria_cioides, Gallinago_leporosum}
{Nyroca_monedula, Trapelus_mexicana} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Nyroca_monedula, Trapelus_mexicana} {Acanthoscurria_cioides, Ophisops_mysticetus}
{Nyroca_monedula, Trapelus_mexicana} {Acanthoscurria_cioides, Oxyura_medici}
{Nyroca_monedula, Trapelus_mexicana} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Nyroca_monedula, Trapelus_mexicana} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Nyroca_monedula, Trapelus_mexicana} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Nyroca_monedula, Trapelus_mexicana} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Nyroca_monedula, Trapelus_mexicana} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Nyroca_monedula, Trapelus_mexicana} {Chlamydotis_nelsonii, Oxyura_medici}
{Nyroca_monedula, Trapelus_mexicana} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Nyroca_monedula, Trapelus_mexicana} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Nyroca_monedula, Trapelus_mexicana} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Nyroca_monedula, Trapelus_mexicana} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Nyroca_monedula, Trapelus_mexicana} {Ethmostigmus_salamandra, Oxyura_medici}
{Nyroca_monedula, Trapelus_mexicana} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Nyroca_monedula, Trapelus_mexicana} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Nyroca_monedula, Trapelus_mexicana} {Gallinago_leporosum, Ophisops_mysticetus}
{Nyroca_monedula, Trapelus_mexicana} {Gallinago_leporosum, Oxyura_medici}
{Nyroca_monedula, Trapelus_mexicana} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Nyroca_monedula, Trapelus_mexicana} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Nyroca_monedula, Trapelus_mexicana} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Nyroca_monedula, Trapelus_mexicana} {Ophisops_mysticetus, Oxyura_medici}
{Nyroca_monedula, Trapelus_mexicana} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Nyroca_monedula, Trapelus_mexicana} {Oxyura_medici, Ptyodactylus_valliceps}
{Pterocles_rufus, Trapelus_mexicana} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Pterocles_rufus, Trapelus_mexicana} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Pterocles_rufus, Trapelus_mexicana} {Acanthoscurria_cioides, Gallinago_leporosum}
{Pterocles_rufus, Trapelus_mexicana} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Pterocles_rufus, Trapelus_mexicana} {Acanthoscurria_cioides, Ophisops_mysticetus}
{Pterocles_rufus, Trapelus_mexicana} {Acanthoscurria_cioides, Oxyura_medici}
{Pterocles_rufus, Trapelus_mexicana} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Pterocles_rufus, Trapelus_mexicana} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Pterocles_rufus, Trapelus_mexicana} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Pterocles_rufus, Trapelus_mexicana} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Pterocles_rufus, Trapelus_mexicana} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Pterocles_rufus, Trapelus_mexicana} {Chlamydotis_nelsonii, Oxyura_medici}
{Pterocles_rufus, Trapelus_mexicana} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Pterocles_rufus, Trapelus_mexicana} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Pterocles_rufus, Trapelus_mexicana} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Pterocles_rufus, Trapelus_mexicana} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Pterocles_rufus, Trapelus_mexicana} {Ethmostigmus_salamandra, Oxyura_medici}
{Pterocles_rufus, Trapelus_mexicana} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Pterocles_rufus, Trapelus_mexicana} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Pterocles_rufus, Trapelus_mexicana} {Gallinago_leporosum, Ophisops_mysticetus}
{Pterocles_rufus, Trapelus_mexicana} {Gallinago_leporosum, Oxyura_medici}
{Pterocles_rufus, Trapelus_mexicana} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Pterocles_rufus, Trapelus_mexicana} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Pterocles_rufus, Trapelus_mexicana} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Pterocles_rufus, Trapelus_mexicana} {Ophisops_mysticetus, Oxyura_medici}
{Pterocles_rufus, Trapelus_mexicana} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Pterocles_rufus, Trapelus_mexicana} {Oxyura_medici, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Holaspis_subcinctus} {Acanthoscurria_cioides, Allobates_similis}
{Bradypodion_grunniens, Holaspis_subcinctus} {Acanthoscurria_cioides, Ardea_macrops}
{Bradypodion_grunniens, Holaspis_subcinctus} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Holaspis_subcinctus} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Holaspis_subcinctus} {Acanthoscurria_cioides, Gallinago_leporosum}
{Bradypodion_grunniens, Holaspis_subcinctus} {Acanthoscurria_cioides, Gypaetus_carinata}
{Bradypodion_grunniens, Holaspis_subcinctus} {Allobates_similis, Ardea_macrops}
{Bradypodion_grunniens, Holaspis_subcinctus} {Allobates_similis, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Holaspis_subcinctus} {Allobates_similis, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Holaspis_subcinctus} {Allobates_similis, Gallinago_leporosum}
{Bradypodion_grunniens, Holaspis_subcinctus} {Allobates_similis, Gypaetus_carinata}
{Bradypodion_grunniens, Holaspis_subcinctus} {Ardea_macrops, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Holaspis_subcinctus} {Ardea_macrops, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Holaspis_subcinctus} {Ardea_macrops, Gallinago_leporosum}
{Bradypodion_grunniens, Holaspis_subcinctus} {Ardea_macrops, Gypaetus_carinata}
{Bradypodion_grunniens, Holaspis_subcinctus} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Holaspis_subcinctus} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Bradypodion_grunniens, Holaspis_subcinctus} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Bradypodion_grunniens, Holaspis_subcinctus} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Bradypodion_grunniens, Holaspis_subcinctus} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Bradypodion_grunniens, Holaspis_subcinctus} {Gallinago_leporosum, Gypaetus_carinata}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Acanthoscurria_cioides, Allobates_similis}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Acanthoscurria_cioides, Ardea_macrops}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Acanthoscurria_cioides, Gallinago_leporosum}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Acanthoscurria_cioides, Gypaetus_carinata}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Allobates_similis, Ardea_macrops}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Allobates_similis, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Allobates_similis, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Allobates_similis, Gallinago_leporosum}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Allobates_similis, Gypaetus_carinata}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Ardea_macrops, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Ardea_macrops, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Ardea_macrops, Gallinago_leporosum}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Ardea_macrops, Gypaetus_carinata}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Bradypodion_grunniens, Lampropeltis_subglobosa} {Gallinago_leporosum, Gypaetus_carinata}
{Bradypodion_grunniens, Nyroca_monedula} {Acanthoscurria_cioides, Allobates_similis}
{Bradypodion_grunniens, Nyroca_monedula} {Acanthoscurria_cioides, Ardea_macrops}
{Bradypodion_grunniens, Nyroca_monedula} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Nyroca_monedula} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Nyroca_monedula} {Acanthoscurria_cioides, Gallinago_leporosum}
{Bradypodion_grunniens, Nyroca_monedula} {Acanthoscurria_cioides, Gypaetus_carinata}
{Bradypodion_grunniens, Phoca_bimaculata} {Acanthoscurria_cioides, Allobates_similis}
{Bradypodion_grunniens, Phoca_bimaculata} {Acanthoscurria_cioides, Ardea_macrops}
{Bradypodion_grunniens, Phoca_bimaculata} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Phoca_bimaculata} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Phoca_bimaculata} {Acanthoscurria_cioides, Gallinago_leporosum}
{Bradypodion_grunniens, Phoca_bimaculata} {Acanthoscurria_cioides, Gypaetus_carinata}
{Bradypodion_grunniens, Phoca_bimaculata} {Allobates_similis, Ardea_macrops}
{Bradypodion_grunniens, Phoca_bimaculata} {Allobates_similis, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Phoca_bimaculata} {Allobates_similis, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Phoca_bimaculata} {Allobates_similis, Gallinago_leporosum}
{Bradypodion_grunniens, Phoca_bimaculata} {Allobates_similis, Gypaetus_carinata}
{Bradypodion_grunniens, Phoca_bimaculata} {Ardea_macrops, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Phoca_bimaculata} {Ardea_macrops, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Phoca_bimaculata} {Ardea_macrops, Gallinago_leporosum}
{Bradypodion_grunniens, Phoca_bimaculata} {Ardea_macrops, Gypaetus_carinata}
{Bradypodion_grunniens, Phoca_bimaculata} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Phoca_bimaculata} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Bradypodion_grunniens, Phoca_bimaculata} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Bradypodion_grunniens, Phoca_bimaculata} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Bradypodion_grunniens, Phoca_bimaculata} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Bradypodion_grunniens, Phoca_bimaculata} {Gallinago_leporosum, Gypaetus_carinata}
{Bradypodion_grunniens, Pterocles_rufus} {Acanthoscurria_cioides, Allobates_similis}
{Bradypodion_grunniens, Pterocles_rufus} {Acanthoscurria_cioides, Ardea_macrops}
{Bradypodion_grunniens, Pterocles_rufus} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Pterocles_rufus} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Pterocles_rufus} {Acanthoscurria_cioides, Gallinago_leporosum}
{Bradypodion_grunniens, Pterocles_rufus} {Acanthoscurria_cioides, Gypaetus_carinata}
{Bradypodion_grunniens, Pterocles_rufus} {Allobates_similis, Ardea_macrops}
{Bradypodion_grunniens, Pterocles_rufus} {Allobates_similis, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Pterocles_rufus} {Allobates_similis, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Pterocles_rufus} {Allobates_similis, Gallinago_leporosum}
{Bradypodion_grunniens, Pterocles_rufus} {Allobates_similis, Gypaetus_carinata}
{Bradypodion_grunniens, Pterocles_rufus} {Ardea_macrops, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Pterocles_rufus} {Ardea_macrops, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Pterocles_rufus} {Ardea_macrops, Gallinago_leporosum}
{Bradypodion_grunniens, Pterocles_rufus} {Ardea_macrops, Gypaetus_carinata}
{Bradypodion_grunniens, Pterocles_rufus} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Pterocles_rufus} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Bradypodion_grunniens, Pterocles_rufus} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Bradypodion_grunniens, Pterocles_rufus} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Bradypodion_grunniens, Pterocles_rufus} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Bradypodion_grunniens, Pterocles_rufus} {Gallinago_leporosum, Gypaetus_carinata}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Acanthoscurria_cioides, Allobates_similis}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Acanthoscurria_cioides, Ardea_macrops}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Acanthoscurria_cioides, Gallinago_leporosum}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Acanthoscurria_cioides, Gypaetus_carinata}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Allobates_similis, Ardea_macrops}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Allobates_similis, Chlamydotis_nelsonii}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Allobates_similis, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Allobates_similis, Gallinago_leporosum}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Allobates_similis, Gypaetus_carinata}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Ardea_macrops, Chlamydotis_nelsonii}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Ardea_macrops, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Ardea_macrops, Gallinago_leporosum}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Ardea_macrops, Gypaetus_carinata}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Holaspis_subcinctus, Lampropeltis_subglobosa} {Gallinago_leporosum, Gypaetus_carinata}
{Holaspis_subcinctus, Nyroca_monedula} {Acanthoscurria_cioides, Allobates_similis}
{Holaspis_subcinctus, Nyroca_monedula} {Acanthoscurria_cioides, Ardea_macrops}
{Holaspis_subcinctus, Nyroca_monedula} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Holaspis_subcinctus, Nyroca_monedula} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Nyroca_monedula} {Acanthoscurria_cioides, Gallinago_leporosum}
{Holaspis_subcinctus, Nyroca_monedula} {Acanthoscurria_cioides, Gypaetus_carinata}
{Holaspis_subcinctus, Nyroca_monedula} {Allobates_similis, Ardea_macrops}
{Holaspis_subcinctus, Nyroca_monedula} {Allobates_similis, Chlamydotis_nelsonii}
{Holaspis_subcinctus, Nyroca_monedula} {Allobates_similis, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Nyroca_monedula} {Allobates_similis, Gallinago_leporosum}
{Holaspis_subcinctus, Nyroca_monedula} {Allobates_similis, Gypaetus_carinata}
{Holaspis_subcinctus, Nyroca_monedula} {Ardea_macrops, Chlamydotis_nelsonii}
{Holaspis_subcinctus, Nyroca_monedula} {Ardea_macrops, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Nyroca_monedula} {Ardea_macrops, Gallinago_leporosum}
{Holaspis_subcinctus, Nyroca_monedula} {Ardea_macrops, Gypaetus_carinata}
{Holaspis_subcinctus, Nyroca_monedula} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Nyroca_monedula} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Holaspis_subcinctus, Nyroca_monedula} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Holaspis_subcinctus, Nyroca_monedula} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Holaspis_subcinctus, Nyroca_monedula} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Holaspis_subcinctus, Nyroca_monedula} {Gallinago_leporosum, Gypaetus_carinata}
{Holaspis_subcinctus, Phoca_bimaculata} {Acanthoscurria_cioides, Allobates_similis}
{Holaspis_subcinctus, Phoca_bimaculata} {Acanthoscurria_cioides, Ardea_macrops}
{Holaspis_subcinctus, Phoca_bimaculata} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Holaspis_subcinctus, Phoca_bimaculata} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Phoca_bimaculata} {Acanthoscurria_cioides, Gallinago_leporosum}
{Holaspis_subcinctus, Phoca_bimaculata} {Acanthoscurria_cioides, Gypaetus_carinata}
{Holaspis_subcinctus, Phoca_bimaculata} {Allobates_similis, Ardea_macrops}
{Holaspis_subcinctus, Phoca_bimaculata} {Allobates_similis, Chlamydotis_nelsonii}
{Holaspis_subcinctus, Phoca_bimaculata} {Allobates_similis, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Phoca_bimaculata} {Allobates_similis, Gallinago_leporosum}
{Holaspis_subcinctus, Phoca_bimaculata} {Allobates_similis, Gypaetus_carinata}
{Holaspis_subcinctus, Phoca_bimaculata} {Ardea_macrops, Chlamydotis_nelsonii}
{Holaspis_subcinctus, Phoca_bimaculata} {Ardea_macrops, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Phoca_bimaculata} {Ardea_macrops, Gallinago_leporosum}
{Holaspis_subcinctus, Phoca_bimaculata} {Ardea_macrops, Gypaetus_carinata}
{Holaspis_subcinctus, Phoca_bimaculata} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Phoca_bimaculata} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Holaspis_subcinctus, Phoca_bimaculata} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Holaspis_subcinctus, Phoca_bimaculata} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Holaspis_subcinctus, Phoca_bimaculata} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Holaspis_subcinctus, Phoca_bimaculata} {Gallinago_leporosum, Gypaetus_carinata}
{Holaspis_subcinctus, Pterocles_rufus} {Acanthoscurria_cioides, Allobates_similis}
{Holaspis_subcinctus, Pterocles_rufus} {Acanthoscurria_cioides, Ardea_macrops}
{Holaspis_subcinctus, Pterocles_rufus} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Holaspis_subcinctus, Pterocles_rufus} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Pterocles_rufus} {Acanthoscurria_cioides, Gallinago_leporosum}
{Holaspis_subcinctus, Pterocles_rufus} {Acanthoscurria_cioides, Gypaetus_carinata}
{Holaspis_subcinctus, Pterocles_rufus} {Allobates_similis, Ardea_macrops}
{Holaspis_subcinctus, Pterocles_rufus} {Allobates_similis, Chlamydotis_nelsonii}
{Holaspis_subcinctus, Pterocles_rufus} {Allobates_similis, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Pterocles_rufus} {Allobates_similis, Gallinago_leporosum}
{Holaspis_subcinctus, Pterocles_rufus} {Allobates_similis, Gypaetus_carinata}
{Holaspis_subcinctus, Pterocles_rufus} {Ardea_macrops, Chlamydotis_nelsonii}
{Holaspis_subcinctus, Pterocles_rufus} {Ardea_macrops, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Pterocles_rufus} {Ardea_macrops, Gallinago_leporosum}
{Holaspis_subcinctus, Pterocles_rufus} {Ardea_macrops, Gypaetus_carinata}
{Holaspis_subcinctus, Pterocles_rufus} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Pterocles_rufus} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Holaspis_subcinctus, Pterocles_rufus} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Holaspis_subcinctus, Pterocles_rufus} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Holaspis_subcinctus, Pterocles_rufus} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Holaspis_subcinctus, Pterocles_rufus} {Gallinago_leporosum, Gypaetus_carinata}
{Lampropeltis_subglobosa, Nyroca_monedula} {Acanthoscurria_cioides, Allobates_similis}
{Lampropeltis_subglobosa, Nyroca_monedula} {Acanthoscurria_cioides, Ardea_macrops}
{Lampropeltis_subglobosa, Nyroca_monedula} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Lampropeltis_subglobosa, Nyroca_monedula} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Lampropeltis_subglobosa, Nyroca_monedula} {Acanthoscurria_cioides, Gallinago_leporosum}
{Lampropeltis_subglobosa, Nyroca_monedula} {Acanthoscurria_cioides, Gypaetus_carinata}
{Lampropeltis_subglobosa, Nyroca_monedula} {Allobates_similis, Ardea_macrops}
{Lampropeltis_subglobosa, Nyroca_monedula} {Allobates_similis, Chlamydotis_nelsonii}
{Lampropeltis_subglobosa, Nyroca_monedula} {Allobates_similis, Ethmostigmus_salamandra}
